Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  [64] std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [65] std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [266] std::vector<double, std::allocator<double> >* std::__uninitialized_move_if_noexcept_a<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&)
  [43] std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [112] std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [74] double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&)
 [132] std::chrono::duration<long, std::ratio<1l, 1000000l> >::count() const [66] std::chrono::duration<long, std::ratio<1l, 1000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000l> >, std::ratio<1l, 1000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [189] unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
 [229] std::chrono::duration<long, std::ratio<1l, 1000l> >::count() const [113] std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1l, 1000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [107] double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  [37] std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::size() const [52] std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [172] std::vector<double, std::allocator<double> >** std::copy<std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**)
  [47] std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::operator[](unsigned long) const [133] std::chrono::duration<long, std::ratio<1l, 1000000l> >::duration<long, void>(long const&) [108] double* std::copy<double const*, double*>(double const*, double const*, double*)
 [251] std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_check_len(unsigned long, char const*) const [240] std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<long, void>(long const&) [75] double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*)
 [195] std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::size() const [26] std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [46] std::remove_reference<double*&>::type&& std::move<double*&>(double*&)
 [230] std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::max_size() const [31] std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [129] std::remove_reference<std::allocator<double>&>::type&& std::move<std::allocator<double>&>(std::allocator<double>&)
  [76] std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [55] void std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_M_range_initialize<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::forward_iterator_tag) [130] std::remove_reference<std::vector<double, std::allocator<double> >&>::type&& std::move<std::vector<double, std::allocator<double> >&>(std::vector<double, std::allocator<double> >&)
  [18] std::vector<double, std::allocator<double> >::_M_range_check(unsigned long) const [56] std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::vector(std::initializer_list<std::vector<double, std::allocator<double> >*>, std::allocator<std::vector<double, std::allocator<double> >*> const&) [35] void std::swap<double*>(double*&, double*&)
 [231] std::vector<double, std::allocator<double> >::end() const [164] std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::~vector() [20] double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)
  [14] std::vector<double, std::allocator<double> >::size() const [95] std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_erase_at_end(std::vector<double, std::allocator<double> >*) [176] double const& std::forward<double const&>(std::remove_reference<double const&>::type&)
 [232] std::vector<double, std::allocator<double> >::begin() const [86] std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_default_append(unsigned long) [173] void std::_Destroy<std::vector<double, std::allocator<double> >**>(std::vector<double, std::allocator<double> >**, std::vector<double, std::allocator<double> >**)
 [182] std::vector<double, std::allocator<double> >::max_size() const [98] std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_default_initialize(unsigned long) [174] void std::_Destroy<std::vector<double, std::allocator<double> >**, std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >**, std::vector<double, std::allocator<double> >**, std::allocator<std::vector<double, std::allocator<double> >*>&)
  [22] std::vector<double, std::allocator<double> >::operator[](unsigned long) const [259] std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::end() [81] void std::_Destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*)
 [152] std::allocator<std::vector<double, std::allocator<double> >*>::allocator(std::allocator<std::vector<double, std::allocator<double> >*> const&) [260] std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::begin() [82] void std::_Destroy<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&)
 [153] std::allocator<std::vector<double, std::allocator<double> >*>::allocator() [96] std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::clear() [63] void std::_Destroy<double*>(double*, double*)
 [141] std::allocator<std::vector<double, std::allocator<double> >*>::~allocator() [87] std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::resize(unsigned long) [42] void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&)
 [233] std::allocator<std::vector<double, std::allocator<double> > >::allocator() [99] std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::vector(unsigned long, std::allocator<std::vector<double, std::allocator<double> > > const&) [79] void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*)
 [252] std::allocator<std::vector<double, std::allocator<double> > >::allocator(std::allocator<std::vector<double, std::allocator<double> > > const&) [261] std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::vector() [175] std::iterator_traits<std::vector<double, std::allocator<double> >* const*>::difference_type std::distance<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*)
 [217] std::allocator<std::vector<double, std::allocator<double> > >::~allocator() [93] std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~vector() [244] std::iterator_traits<double const*>::difference_type std::distance<double const*>(double const*, double const*)
